"Item Number","Description","UPC","EMUN Status","Sellable","Whse 1 QtyAvailable","Whse 2 QtyAvailable","Total QtyAvailable","New Release","Image Available","Category","Sub-Category","List Price","Price"
"18136","Easter Bunny/Chick Foil Pop-Up Stickers, pbh","062823181366","InActive","NO","0","0","0","","YES","Easter","Stickers & Crafts","1.3","1.3"
"18153","Easter 9"" Oval Bamboo Basket with Handle, 4/c, cht","062823181533","InActive","NO","0","0","0","","YES","Easter","Baskets & Accessories","1.9","1.9"
"18162","Easter 4"" Flocked Egg Shape Bunny 3asst. Cht","062823181625","InActive","NO","0","0","0","","YES","Easter","DÃ©cor","1.5","1.5"
"18164","Easter 7 LED Light-Up  Bunny Ears Plush Headband, 4/c, header card","062823181649","InActive","NO","0","0","0","","YES","Easter","Costumes & Accessories","1.75","1.75"
"18213","Easter 4pk Maze Game, pbh","062823182134","InActive","NO","0","0","0","","YES","Easter","Toys & Novelties","1.2","1.2"
"18218","Easter B/O Bunny Light-Up Bubble Wand w/50ml Bubbles, b/c","062823182189","InActive","NO","0","0","0","","YES","Easter","Toys & Novelties","8.13","4.32"
"18249","Easter Airblown 5ft. Inflatable Bunny w/3 LED Blower, cULus, box","062823182493","InActive","NO","0","0","0","","YES","Easter","DÃ©cor","50","30.24"
"18254","Easter 13.8"" Bunny Ear on Stick Decor, 2 asst.,upc","062823182547","InActive","NO","0","0","0","","NO","Easter","DÃ©cor","1.35","1.35"
"18259","Easter 6.5ftx3ply Tinsel Garland w/Egg Die-cut,header","062823182592","InActive","NO","0","0","0","","YES","Easter","DÃ©cor","1.25","1.25"
"18260","Easter 6.5ftx5ply Tinsel Garland, header","062823182608","InActive","NO","0","0","0","","YES","Easter","DÃ©cor","2.35","2.35"
"18275","20-PC Easter ""Happy Easter"" 13x13, 2-ply Napkin, Polybag","062823182752","InActive","NO","0","0","0","","NO","Easter","Party / Baking Supplies","1.15","1.15"
"18278","Easter 8 LED Bunny Blinking Necklace,3 Modes, tie on card","062823182783","InActive","NO","0","0","0","","YES","Easter","Costumes & Accessories","3.2","3.2"
"18279","Easter Notebook w/Pen Set, 2 asst./ pbh, Bunny/Chick","062823182790","InActive","NO","0","0","0","","NO","Easter","Stationery","1.25","1.25"
"18281","Easter 11""x9"" Egg Shaped Plastic Plate, Easter  Eggs Design, label","062823182813","InActive","NO","0","0","0","","NO","Easter","Tableware","1.13","0.72"
"18282","Easter 5.9"" MDF Rabbit w/ Aluminum Tabletop Decor,2asst.,upc","062823182820","InActive","NO","0","0","0","","NO","Easter","DÃ©cor","2.85","2.85"
"18289","Easter 5"" Flocked Mushroom, 3asst. cht","062823182899","InActive","NO","0","0","0","","NO","Easter","DÃ©cor","3.55","3.55"
"18292-KV","Easter 8pk Plastic Bunny Eggs with Bunny Ears, 3.15""x1.8"", 2/C, pbh","062823967168","InActive","NO","0","0","0","","YES","Easter","Eggs & Accessories","1.6","1.6"
"18293","Easter Bunny Shaped MDF Plaque, 10.75""x8""x1/4"", 2/S, UPC","062823182936","InActive","NO","0","0","0","","YES","Easter","DÃ©cor","4.38","2.772"
"18295","Easter 6"" Flocked Mushroom, 3asst. cht","062823182950","InActive","NO","0","0","0","","YES","Easter","DÃ©cor","5.35","5.35"
"18298","Easter 5.5"" Flocked Bunny with Long Ears, 3asst.,cht","062823182981","InActive","NO","0","0","0","","YES","Easter","DÃ©cor","1.65","1.65"
"18302","Easter 12"" Flocked Cartoon Rabbit w/Bow& Crown,3asst.,cht","062823183025","InActive","NO","0","0","0","","YES","Easter","DÃ©cor","6.7","6.7"
"18306","Easter 17""H Wooden Wall Hanging Decor,2asst.,upc","062823183063","InActive","NO","0","0","0","","YES","Easter","DÃ©cor","2.65","2.65"
"18316","Easter 6pk Animal Maze Game, 2.36""x2.55"",Frog/ Bunny, 2 asst. pbh","062823183162","InActive","NO","0","0","0","","YES","Easter","Toys & Novelties","1.2","1.2"
"18317","Easter 4pk Mini Egg Spinner, 1.69"" H, pbh","062823183179","InActive","NO","0","0","0","","YES","Easter","Toys & Novelties","1.2","1.2"
"18319","Easter Wind-Up Bunny, 12pcs/dsp","062823183193","InActive","NO","0","0","0","","YES","Easter","Toys & Novelties","1","1"
"18323","Easter Bunny Ear Headband,2asst.colours,  header card","062823183230","InActive","NO","0","0","0","","YES","Easter","Costumes & Accessories","3.2","3.2"
"18330","Easter 3pk Duck Pull Back Car, polybag with header","062823183308","InActive","NO","0","0","0","","YES","Easter","Toys & Novelties","1.2","1.2"
"18338","Easter 16pcs Easter Bonnet Craft Kit, window box.","062823183384","InActive","NO","0","0","0","","YES","Easter","Stickers & Crafts","3","3"
"18343","Easter Window Gel Clings,""EASTER EGG HUNT"",pbh","062823183438","InActive","NO","0","0","0","","YES","Easter","Clings","1.25","1.25"
"18344","Easter Plastic Tablecloth, 59""x88"",pbh","062823183445","InActive","NO","0","0","0","","YES","Easter","Party / Baking Supplies","1.85","1.85"
"18354","Easter Paper-Rope Basket with Bunny Ears,6.9""x10"",cht","062823183544","InActive","NO","0","0","0","","YES","Easter","Baskets & Accessories","7.25","7.25"
"18355","Easter Woven Bamboo Basket,2asst.,5.9""x4.7"",cht","062823183551","InActive","NO","0","0","0","","YES","Easter","Baskets & Accessories","4","4"
"18364","Easter 12oz Easter Ceramic Mug Chicks/ Bunnies,2 asst,upc","062823183643","InActive","NO","0","0","0","","YES","Easter","Tableware","3.3","3.3"
"18372","Easter Holographic Window Clings 4 styles, 16""x12"" (ES11942)","062823183728","InActive","NO","0","0","0","","YES","Easter","Clings","1.1","1.1"
"18374","Easter 8"" Bunny Plush, 2asst.,cht","062823183742","InActive","NO","0","0","0","","YES","Easter","Plush","6.5","6.5"
"18383","Easter Felt Bunny Tabletop DÃ©cor, 7.87""x6.3"",upc","062823183834","InActive","NO","0","0","0","","YES","Easter","DÃ©cor","2.8","2.8"
"18384","Easter Felt Bunny Tabletop DÃ©cor, 6.29""x9.84"",upc","062823183841","InActive","NO","0","0","0","","YES","Easter","DÃ©cor","2.8","2.8"
"18385","Easter Felt Bunny Tabletop DÃ©cor,5.5""X9.45"",upc","062823183858","InActive","NO","0","0","0","","YES","Easter","DÃ©cor","2.8","2.8"
"18392","Easter 3.75"" Flocked Sitting Bunny w/Bow, 3asst.colour,cht","062823183926","InActive","NO","0","0","0","","YES","Easter","DÃ©cor","1.85","1.85"
"18407","Easter 3pk 3.54"" Transparent colours Bunny Eggs,pbh","062823184077","InActive","NO","0","0","0","","YES","Easter","Eggs & Accessories","1.05","1.05"
"18411","Easter Egg Hunt MDF Tabletop DÃ©cor, 6.57""x9.4"",upc","062823184114","InActive","NO","0","0","0","","YES","Easter","DÃ©cor","6.8","6.8"
"18412","Easter Egg Hunt MDF Tabletop DÃ©cor, 6.57""x9.4"",upc","062823184121","InActive","NO","0","0","0","","YES","Easter","DÃ©cor","6.8","6.8"
"18414","Easter MDF Bunny Egg Hunt Sign, 10.4""x24"",upc","062823184145","InActive","NO","0","0","0","","YES","Easter","DÃ©cor","10.2","10.2"
"18416","Easter MDF Rabbit with"" Happy EASTER ""Tabletop DÃ©cor, 9.84""x5.9"", upc","062823184169","InActive","NO","0","0","0","","YES","Easter","DÃ©cor","2.3","2.3"
"18426","Easter Wind-Up Colourful Chicks, 4asst. Cols., 12/dsp","062823184268","InActive","NO","0","0","0","","NO","Easter","Toys & Novelties","1.05","1.05"
"18432","Easter ""Welcome"" Metal Hanging Plaque,16.3""x14.8"",upc","062823184329","InActive","NO","0","0","0","","YES","Easter","DÃ©cor","7.45","7.45"
"18435","Easter ""Every Bunny Welcome"" Wooden Sign,10""x 4.45"", upc","062823184350","InActive","NO","0","0","0","","YES","Easter","DÃ©cor","3.5","3.5"
"18437","Easter Window Clings, 4 Styles, header, 16""x12"" (LK96568)","062823184374","InActive","NO","0","0","0","","NO","Easter","Clings","0.95","0.603"
"18448","Easter Bunny Print Cup & Saucer Set,upc","062823184480","InActive","NO","0","0","0","","YES","Easter","Tableware","4.75","4.75"
"18450","Easter Bunny Print Creamer with Bunny Ear Lid,upc","062823184503","InActive","NO","0","0","0","","YES","Easter","Tableware","6.15","6.15"
"18451","Easter Bunny Print Oval Platter,8"" x 6.5"",upc","062823184510","InActive","NO","0","0","0","","YES","Easter","Tableware","4.5","4.5"
"18454","Easter Bunny Print Coffee Mug,11oz.upc","062823184541","InActive","NO","0","0","0","","YES","Easter","Tableware","3","3"
"18463","Easter Bunny Embrodiery Cushion w/Filler, 18""x18"",cht","062823184633","InActive","NO","0","0","0","","YES","Easter","DÃ©cor","12","12"
"18464","Easter Bunny Embrodiery Cushion w/Filler, 20""x12"",cht","062823184640","InActive","NO","0","0","0","","YES","Easter","DÃ©cor","10.25","10.25"
"18465","Easter Cushion w/Bunny Embroidery & Tassels,18""x18""cht","062823184657","InActive","NO","0","0","0","","YES","Easter","DÃ©cor","13.5","13.5"
"18466","Easter Cushion w/Bunny Embroidery & Tassels,20""x12""cht","062823184664","InActive","NO","0","0","0","","YES","Easter","DÃ©cor","11.5","11.5"
"18545","Easter 6pcs Egg Hunt Wooden Stakes,window box","062823185456","InActive","NO","0","0","0","","YES","Easter","DÃ©cor","3.35","3.35"
"18561","Easter 3pcs Bunny Dress-Up Kit, 2asst. Cols., Tie on card (A316071)","062823185616","InActive","NO","0","0","0","","YES","Easter","Costumes & Accessories","3.13","1.584"
"18590","Paper T. Easter Market Tray, Small, 9""x6.3""x3""","062823185906","InActive","NO","0","0","0","","YES","Easter","Giftwrap & Accessories","1.5","1.5"
"18593","Paper T. Easter Gift Bag, Large, Bunny/Chick, 210gsm, 2asst, Tag + J-Hook","062823185937","InActive","NO","0","0","0","","YES","Easter","Giftwrap & Accessories","0.85","0.85"
"18594","Paper T. Easter Gift Bag, Jumbo, Bunny/Chick, 210gsm, 2asst, Tag + J-Hook","062823185944","InActive","NO","0","0","0","","YES","Easter","Giftwrap & Accessories","1.05","1.05"
"18597","Easter 100pcs 1 5/8"" Mini Baking Cups, 4asst., Card","062823185975","InActive","NO","0","0","0","","YES","Easter","Party / Baking Supplies","1.13","0.648"
"18602","Paper T. Easter Medium Gift Bag, Vintage Happy Easter, Matte/HS","062823186026","InActive","NO","0","0","0","","NO","Easter","Giftwrap & Accessories","0.7","0.7"
"18605","Paper T. Easter Jumbo Gift Bag, Vintage Happy Easter, Matte/HS","062823186057","InActive","NO","0","0","0","","YES","Easter","Giftwrap & Accessories","1.25","1.25"
"18606","Paper T. Easter Medium Gift Bag, Patterned Eggs, Matte/HS","062823186064","InActive","NO","0","0","0","","YES","Easter","Giftwrap & Accessories","0.7","0.7"
"18608","Easter Puffer Bunny Rabbit/Dpy 2asst. Cols., 1.8""H, 24/Dpy","062823186088","InActive","NO","0","0","0","","YES","Easter","Toys & Novelties","1.7","1.7"
"18611","Paper T. Easter Large Gift Bag, Patterned Eggs, Matte/HS","062823186118","InActive","NO","0","0","0","","YES","Easter","Giftwrap & Accessories","1","1"
"18614","Paper T. Easter Medium Gift Bag, Hoppy Easter, Matte/HS","062823186149","InActive","NO","0","0","0","","YES","Easter","Giftwrap & Accessories","0.7","0.7"
"18662","Easter Pull Back Carrot Car w/ Rabbit, 12/PDQ,cht","062823186620","InActive","NO","0","0","0","","YES","Easter","Toys & Novelties","0.9","0.9"
"19005","V'tines Puppy  Wall Stickers pbh","062823190054","InActive","NO","0","0","0","","YES","Valentine's Day","DÃ©cor","1.1","1.1"
"19018","V'tines 6pk Heart Popper pbh","062823190184","InActive","NO","0","0","0","","YES","Valentine's Day","Party Favour","1.7","1.7"
"19023","V'tines 6pk Tattoo Sticker pbh","062823190238","InActive","NO","0","0","0","","YES","Valentine's Day","Party Favour","1.65","1.65"
"19031","V'tines 4""x4""x1.4"" Heart Shaped Tin Box, 16/Dpy, 2asst., label","062823190313","InActive","NO","0","0","0","","YES","Valentine's Day","Gift Boxes","1.63","0.972"
"19032","V'tines 8""x8"" Window Gel Clings 2asst.,pbh","062823190320","InActive","NO","0","0","0","","YES","Valentine's Day","DÃ©cor","1.1","1.1"
"19036","V'tines Wind up Conversation Heart 12/PDQ","062823190368","InActive","NO","0","0","0","","YES","Valentine's Day","Party Favour","1.2","1.2"
"19039","V'tines 8"" White Plush Bear w/Heart cht","062823190399","InActive","NO","0","0","0","","YES","Valentine's Day","Plush","5.6","5.6"
"19040","V'tines 12"" White Plush Bear w/Heart,cht","062823190405","InActive","NO","0","0","0","","YES","Valentine's Day","Plush","9.8","9.8"
"19043","V'tines 10"" Plush Dino w/Heart cht","062823190436","InActive","NO","0","0","0","","YES","Valentine's Day","Plush","7.2","7.2"
"19044","V'tines 12"" Plush Dog w/Red Heart,cht","062823190443","InActive","NO","0","0","0","","YES","Valentine's Day","Plush","9.3","9.3"
"19046","V'tines 5.5"" Plush Bear w/Rose, 12/dpy, cht","062823190467","InActive","NO","0","0","0","","YES","Valentine's Day","Plush","4","4"
"19050","V'tines 2.2"" Plastic Light Up Bear 2asst.,12/PDQ","062823190504","InActive","NO","0","0","0","","YES","Valentine's Day","DÃ©cor","1.2","1.2"
"19057","V'tines 11oz Ceramic Mug w/Heart Shape Handle,""Be My Valentine"" upc","062823190573","InActive","NO","0","0","0","","NO","Valentine's Day","Tableware","3.2","3.2"
"19060","Vâ€˜tines 11oz Candy Hearts Wrap Around Mug,upc","062823190603","InActive","NO","0","0","0","","YES","Valentine's Day","Tableware","1.8","1.8"
"19087","V'tines Silicone Spatula w/Metal Cookie Cutter, 12/dsp","062823190870","InActive","NO","0","0","0","","YES","Valentine's Day","Party/ Baking Supplies","3.88","2.52"
"19089","V'tines 6pk Mini Bubble Wands,pbh","062823190894","InActive","NO","0","0","0","","YES","Valentine's Day","Party Favour","1.4","1.4"
"19092","V'tines 6pk 6cm Heart Shape Plastic Box,pbh","062823190924","InActive","NO","0","0","0","","YES","Valentine's Day","Party Favour","1.4","1.4"
"19101","V'tines 100ct Stickers w/ 4 Colouring Sheets,pbh","062823191013","InActive","NO","0","0","0","","YES","Valentine's Day","Stickers & Crafts","1.3","1.3"
"19108","V'tines 3"" Teddy Bear with Heart Pick,4 asst.,cht","062823191082","InActive","NO","0","0","0","","YES","Valentine's Day","Plush","1.4","1.4"
"19110","V'tines Craft Heart Shapes, 27g, Asst. Sizes & Colours/Bag, pbh","062823191105","InActive","NO","0","0","0","","YES","Valentine's Day","Stickers & Crafts","1.45","1.45"
"19113","V'tines 4"" Animal Plush 3asst.,12pcs/Clip Strip","062823191136","InActive","NO","0","0","0","","YES","Valentine's Day","Plush","1.65","1.65"
"19118","V'tines 14oz ""Love Wifi "" Mug upc","062823191181","InActive","NO","0","0","0","","YES","Valentine's Day","Tableware","2","2"
"19124","20-PC Valentines ""Floral Hearts"" 13x13, 2-ply Napkin, Polybag","062823191242","InActive","NO","0","0","0","","YES","Valentine's Day","Party/ Baking Supplies","1.15","1.15"
"19131","V'tines MDF Mushroom Tabletop Decor, 5.3""x 6"",upc","062823191310","InActive","NO","0","0","0","","NO","Valentine's Day","DÃ©cor","2.5","2.5"
"19134","V'tines EVA Foil Stickers, 10''x5.7'', polybag w/insert card","062823191341","InActive","NO","0","0","0","","YES","Valentine's Day","Stickers & Crafts","1.2","1.2"
"19143","V'tines Heart Shape Wire Wreath w/Welcome,12.8""x11.8"",cht","062823191433","InActive","NO","0","0","0","","NO","Valentine's Day","DÃ©cor","7.3","7.3"
"19144","V'tines Card w/Fidget Toys 2asst., tie on card","062823191440","InActive","NO","0","0","0","","YES","Valentine's Day","Party Favour","1.75","1.75"
"19148","V'tines 6pcs Exchange Cards with Erasers, tie on card","062823191488","InActive","NO","0","0","0","","YES","Valentine's Day","Party Favour","1.6","1.6"
"19152","V'tines 8pc Pencils w/Eraser Toppers, clam shell w/label","062823191525","InActive","NO","0","0","0","","YES","Valentine's Day","Stationery","2.45","2.45"
"19175","V'tines Colour Changing Ceramic 10oz. Mug, Colour Box","062823191754","InActive","NO","0","0","0","","YES","Valentine's Day","Tableware","7","4.68"
"19176","V'tines Gnome 16oz. Glass Mason Jar w/Straw, 2asst., upc","062823191761","InActive","NO","0","0","0","","YES","Valentine's Day","Tableware","2.5","1.62"
"19211","Paper T. Valentines Market Tray, Small, 9""x6.3""x3""","062823192119","InActive","NO","0","0","0","","YES","Valentine's Day","Giftwrap & Accessories","1.5","1.5"
"19213","Paper T. Valentines Gift Basket Kit 8pc, polybag/insert","062823192133","InActive","NO","0","0","0","","YES","Valentine's Day","Giftwrap & Accessories","2.4","2.4"
"19221","Paper T. Valentines Medium Gift Bag, Pink Hearts, Matte/Glitter","062823192218","InActive","NO","0","0","0","","YES","Valentine's Day","Giftwrap & Accessories","0.7","0.7"
"19222","Paper T. Valentines Large Gift Bag, Pink Hearts, Matte/Glitter","062823192225","InActive","NO","0","0","0","","YES","Valentine's Day","Giftwrap & Accessories","1","1"
"19223","Paper T. Valentines Small Gift Bag, Red Hearts, Matte/HS","062823192232","InActive","NO","0","0","0","","YES","Valentine's Day","Giftwrap & Accessories","0.45","0.45"
"19224","Paper T. Valentines Medium Gift Bag, Red Hearts, Matte/HS","062823192249","InActive","NO","0","0","0","","NO","Valentine's Day","Giftwrap & Accessories","0.7","0.7"
"19227","V'tines Colour Changing MDF House DÃ©cor, 2/s, upc","062823192270","InActive","NO","0","0","0","","YES","Valentine's Day","DÃ©cor","4","2.34"
"19231","V'tines 50pcs Baking Cups, 2asst., pvc box w/colour insert","062823192317","InActive","NO","0","0","0","","NO","Valentine's Day","Party/ Baking Supplies","2.81","1.8"
"19236","V'tines Gnome 3.5"" Glass Candle Holder, 2/S, 12/dsp","062823192362","InActive","NO","0","0","0","","YES","Valentine's Day","Candles & Candle Holders","2.25","1.404"
"19270","V'tines 8 Heart Shaped Silicone Cake Molds, 6.7""x11.4"" col.Wrapper","062823192706","InActive","NO","0","0","0","","YES","Valentine's Day","Party/ Baking Supplies","4.1","2.583"
"19271","V'tines 8ct. 7.6""x5.5"" Paper Treat /Cookie Bags, pbh","062823192713","InActive","NO","0","0","0","","YES","Valentine's Day","Party/ Baking Supplies","0.98","0.648"
"19280","Paper T. Valentines Gift Bag, Heart Balloons, Set/2 Small, Matte+HS, wrapband 5.5""x4.33""x2.36"", 157gsm","062823192805","InActive","NO","0","0","0","","YES","Valentine's Day","Giftwrap & Accessories","0.85","0.85"
"19281","Paper T. Valentines Gift Bag, Heart Balloons, Horiztonal Medium, Matte+HS, tag+j-hook 9""x7""x3.9"", 157gsm","062823192812","InActive","NO","0","0","0","","YES","Valentine's Day","Giftwrap & Accessories","0.65","0.65"
"19282","Paper T. Valentines Gift Bag, Heart Balloons, Horizontal Large, Matte+HS, tag+j-hook 10.2""x12.6""x4.7"", 157gsm","062823192829","InActive","NO","0","0","0","","YES","Valentine's Day","Giftwrap & Accessories","1","1"
"19284","V'tines 8ct. 9"" Dia. Paper Plates, 18/PDQ, shrink w/colour label","062823192843","InActive","NO","0","0","0","","YES","Valentine's Day","Party/ Baking Supplies","1.56","1.008"
"19290","V'tines 6pk 12"" Latex Heart Shaped Balloons, opp & header card","062823192904","InActive","NO","0","0","0","","NO","Valentine's Day","Party/ Baking Supplies","1.63","1.08"
